qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_157,gi|943392598|ref|NR_117134.2|,16,7,100.000,5.5,1543,Clostridium oceanicum strain DSM 1290 16S ribosomal RNA, partial sequence
unassigned_157,gi|943392597|ref|NR_117133.2|,16,7,100.000,5.5,1543,Clostridium oceanicum strain DSM 1290 16S ribosomal RNA, partial sequence
unassigned_157,gi|943392596|ref|NR_117132.2|,16,7,100.000,5.5,1543,Clostridium oceanicum strain DSM 1290 16S ribosomal RNA, partial sequence
unassigned_158,gi|645320086|ref|NR_117377.1|,146,58,77.397,2.52e-24,79681,Tissierella creatinophila strain DSM 6911 16S ribosomal RNA, partial sequence
unassigned_158,gi|645320086|ref|NR_117377.1|,19,58,94.737,6.8,79681,Tissierella creatinophila strain DSM 6911 16S ribosomal RNA, partial sequence
unassigned_158,gi|310975164|ref|NR_037028.1|,146,58,77.397,2.52e-24,79681,Tissierella creatinophila strain Kre4 16S ribosomal RNA gene, partial sequence
unassigned_158,gi|310975164|ref|NR_037028.1|,19,58,94.737,6.8,79681,Tissierella creatinophila strain Kre4 16S ribosomal RNA gene, partial sequence
unassigned_158,gi|645322335|ref|NR_119111.1|,148,60,76.351,1.07e-22,43131,Tissierella praeacuta strain ATCC 25539 16S ribosomal RNA, partial sequence
unassigned_158,gi|645322335|ref|NR_119111.1|,24,60,87.500,6.8,43131,Tissierella praeacuta strain ATCC 25539 16S ribosomal RNA, partial sequence
unassigned_158,gi|343206268|ref|NR_044860.1|,148,60,76.351,1.07e-22,43131,Tissierella praeacuta strain NCTC 11158 16S ribosomal RNA, partial sequence
unassigned_158,gi|343206268|ref|NR_044860.1|,24,60,87.500,6.8,43131,Tissierella praeacuta strain NCTC 11158 16S ribosomal RNA, partial sequence
unassigned_158,gi|645320085|ref|NR_117376.1|,148,60,76.351,1.07e-22,43131,Tissierella praeacuta strain ATCC 25539 16S ribosomal RNA, partial sequence
unassigned_158,gi|645320085|ref|NR_117376.1|,24,60,87.500,6.8,43131,Tissierella praeacuta strain ATCC 25539 16S ribosomal RNA, partial sequence
unassigned_158,gi|1193829151|ref|NR_147394.1|,192,74,72.917,1.07e-22,1870994,Urmitella timonensis strain Marseille-P2918 16S ribosomal RNA, partial sequence
unassigned_158,gi|1193829151|ref|NR_147394.1|,19,74,94.737,6.8,1870994,Urmitella timonensis strain Marseille-P2918 16S ribosomal RNA, partial sequence
unassigned_158,gi|939733327|ref|NR_133054.1|,148,60,75.676,1.30e-21,689904,Tissierella carlieri strain LBN 295 16S ribosomal RNA, partial sequence
unassigned_158,gi|939733327|ref|NR_133054.1|,24,60,87.500,6.8,689904,Tissierella carlieri strain LBN 295 16S ribosomal RNA, partial sequence
unassigned_158,gi|636559435|ref|NR_115494.1|,123,43,78.862,1.59e-20,929704,Myroides odoratus DSM 2801 strain JCM 7458 16S ribosomal RNA, partial sequence
unassigned_158,gi|672239088|ref|NR_125677.1|,189,66,71.958,1.59e-20,1348613,Vallitalea pronyensis strain FatNI3 16S ribosomal RNA, partial sequence
unassigned_158,gi|343206109|ref|NR_044698.1|,123,43,78.862,1.59e-20,929704,Myroides odoratus DSM 2801 strain ATCC 4651 16S ribosomal RNA, partial sequence
unassigned_159,gi|602267027|ref|NR_044663.2|,244,96,70.492,2.21e-24,2089,Anaeroplasma varium strain A2-T 16S ribosomal RNA, partial sequence
unassigned_159,gi|219846939|ref|NR_026531.1|,245,96,70.612,2.70e-23,45497,[Clostridium] ultunense strain BS 16S ribosomal RNA, partial sequence
unassigned_159,gi|645320089|ref|NR_117379.1|,245,96,70.612,2.70e-23,865861,[Clostridium] ultunense DSM 10521 16S ribosomal RNA, partial sequence
unassigned_159,gi|343201039|ref|NR_041726.1|,247,97,70.040,9.42e-23,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_159,gi|602267012|ref|NR_044675.2|,244,96,70.082,9.42e-23,2088,Anaeroplasma bactoclasticum strain JR 16S ribosomal RNA, partial sequence
unassigned_159,gi|659364651|ref|NR_121714.1|,254,99,70.866,3.29e-22,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_159,gi|219846371|ref|NR_025962.1|,254,99,70.866,3.29e-22,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_159,gi|1193829131|ref|NR_147374.1|,245,96,70.204,3.29e-22,1870997,Ileibacterium massiliense strain Marseille-P3115 16S ribosomal RNA, partial sequence
unassigned_159,gi|645320093|ref|NR_117382.1|,245,96,70.204,3.29e-22,253256,Soehngenia saccharolytica strain DSM 12858 16S ribosomal RNA, partial sequence
unassigned_159,gi|219846171|ref|NR_025761.1|,245,96,70.204,3.29e-22,253256,Soehngenia saccharolytica strain BOR-Y 16S ribosomal RNA, partial sequence
unassigned_161,gi|265678515|ref|NR_028818.1|,34,17,82.353,0.11,178606,Leptospirillum ferriphilum strain P3a 16S ribosomal RNA, partial sequence
unassigned_161,gi|1445136075|ref|NR_158115.1|,33,17,81.818,0.37,373540,Borrelia lanei strain CA28-91 16S ribosomal RNA, partial sequence
unassigned_161,gi|1230874663|ref|NR_148824.1|,33,17,81.818,0.37,373543,Borreliella californiensis strain CA446 16S ribosomal RNA, partial sequence
unassigned_161,gi|645321809|ref|NR_118689.1|,33,17,81.818,0.37,42109,Borreliella andersonii strain 21038 16S ribosomal RNA, partial sequence
unassigned_161,gi|645321807|ref|NR_118688.1|,33,17,81.818,0.37,34095,Borreliella japonica strain HO14 16S ribosomal RNA, partial sequence
unassigned_161,gi|636558650|ref|NR_114707.1|,33,17,81.818,0.37,521010,Borreliella bissettii DN127 16S ribosomal RNA, partial sequence
unassigned_161,gi|343202919|ref|NR_043413.1|,33,17,81.818,0.37,29519,Borreliella garinii strain 20047 16S ribosomal RNA, partial sequence
unassigned_161,gi|659364680|ref|NR_121718.1|,33,17,81.818,0.37,144,Borrelia coriaceae strain Co53 16S ribosomal RNA, partial sequence
unassigned_161,gi|507148150|ref|NR_102957.1|,33,17,81.818,0.37,314723,Borrelia hermsii DAH 16S ribosomal RNA, partial sequence
unassigned_161,gi|507148149|ref|NR_102956.1|,33,17,81.818,0.37,521010,Borreliella bissettii DN127 16S ribosomal RNA, partial sequence
unassigned_162,gi|343198433|ref|NR_041814.1|,135,53,75.556,1.72e-19,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_162,gi|219857451|ref|NR_025039.1|,129,51,75.969,6.00e-19,105972,Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence
unassigned_162,gi|219857428|ref|NR_025016.1|,129,51,75.969,6.00e-19,96941,Methylobacter psychrophilus strain Z-0021 16S ribosomal RNA, partial sequence
unassigned_162,gi|559795329|ref|NR_104922.1|,129,51,75.969,6.00e-19,944651,Methylococcus mobilis 16S ribosomal RNA, partial sequence
unassigned_162,gi|636559450|ref|NR_115509.1|,131,52,75.573,6.00e-19,33030,Peptoniphilus indolicus strain GIFU 7848 16S ribosomal RNA, partial sequence
unassigned_162,gi|631252831|ref|NR_114029.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain NBRC 102074 16S ribosomal RNA, partial sequence
unassigned_162,gi|343198955|ref|NR_044131.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain IMCC1097 16S ribosomal RNA, partial sequence
unassigned_162,gi|631251711|ref|NR_112909.1|,147,58,73.469,7.30e-18,634765,Cocleimonas flava strain KMM 3898 16S ribosomal RNA, partial sequence
unassigned_162,gi|343201381|ref|NR_042107.1|,129,51,75.194,7.30e-18,697282,Methylobacter tundripaludum SV96 16S ribosomal RNA, partial sequence
unassigned_162,gi|1384992299|ref|NR_156048.1|,129,51,75.194,7.30e-18,1560234,Halodesulfovibrio spirochaetisodalis strain JC271 16S ribosomal RNA, partial sequence
unassigned_163,gi|645321922|ref|NR_118785.1|,131,52,81.679,8.33e-30,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_163,gi|219846270|ref|NR_025860.1|,131,52,81.679,8.33e-30,784,Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence
unassigned_163,gi|645320779|ref|NR_117903.1|,146,57,78.767,4.31e-27,1359168,Orientia chuto str. Dubai 16S ribosomal RNA, partial sequence
unassigned_163,gi|1109168006|ref|NR_144601.1|,131,52,80.153,4.31e-27,1641715,Sinobacterium norvegicum strain 3CM4 16S ribosomal RNA, partial sequence
unassigned_163,gi|566085305|ref|NR_109307.1|,131,52,80.153,4.31e-27,933926,Sinobacterium caligoides strain SCSWE24 16S ribosomal RNA, partial sequence
unassigned_163,gi|343202769|ref|NR_043214.1|,240,93,70.833,5.25e-26,304417,Desulfuromusa ferrireducens strain 102 16S ribosomal RNA, partial sequence
unassigned_163,gi|343206172|ref|NR_044762.1|,247,96,71.660,5.25e-26,948,Anaplasma phagocytophilum strain Webster 16S ribosomal RNA, partial sequence
unassigned_163,gi|219856835|ref|NR_024654.1|,131,52,79.389,1.83e-25,64971,Pseudospirillum japonicum strain ATCC 19191 16S ribosomal RNA, partial sequence
unassigned_163,gi|631252557|ref|NR_113755.1|,130,51,79.231,6.40e-25,64971,Pseudospirillum japonicum strain NBRC 15446 16S ribosomal RNA, partial sequence
unassigned_163,gi|659364440|ref|NR_121678.1|,247,96,70.040,2.23e-24,891,Desulfuromonas acetoxidans strain DSM 684 16S ribosomal RNA, partial sequence
unassigned_164,gi|645320779|ref|NR_117903.1|,146,57,79.452,1.01e-28,1359168,Orientia chuto str. Dubai 16S ribosomal RNA, partial sequence
unassigned_164,gi|645321922|ref|NR_118785.1|,131,52,80.916,3.54e-28,1359185,Orientia tsutsugamushi str. Karp 16S ribosomal RNA, partial sequence
unassigned_164,gi|219846270|ref|NR_025860.1|,131,52,80.916,3.54e-28,784,Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence
unassigned_164,gi|343206172|ref|NR_044762.1|,247,96,71.660,5.25e-26,948,Anaplasma phagocytophilum strain Webster 16S ribosomal RNA, partial sequence
unassigned_164,gi|1109168006|ref|NR_144601.1|,131,52,79.389,1.83e-25,1641715,Sinobacterium norvegicum strain 3CM4 16S ribosomal RNA, partial sequence
unassigned_164,gi|566085305|ref|NR_109307.1|,131,52,79.389,1.83e-25,933926,Sinobacterium caligoides strain SCSWE24 16S ribosomal RNA, partial sequence
unassigned_164,gi|343199134|ref|NR_044649.1|,135,53,78.519,6.40e-25,655438,Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence
unassigned_164,gi|219846364|ref|NR_025955.1|,135,53,78.519,6.40e-25,655438,Cycloclasticus pugetii PS-1 16S ribosomal RNA, partial sequence
unassigned_164,gi|636559060|ref|NR_115117.1|,135,53,78.519,6.40e-25,152706,Cycloclasticus spirillensus strain M4-6 16S ribosomal RNA, partial sequence
unassigned_164,gi|343202769|ref|NR_043214.1|,240,93,70.417,6.40e-25,304417,Desulfuromusa ferrireducens strain 102 16S ribosomal RNA, partial sequence
unassigned_165,gi|444303802|ref|NR_074224.1|,171,67,72.515,4.92e-20,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_165,gi|343198433|ref|NR_041814.1|,249,96,69.478,4.92e-20,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_165,gi|219857451|ref|NR_025039.1|,129,51,75.969,6.00e-19,105972,Methylosarcina fibrata strain AML-C10 16S ribosomal RNA, partial sequence
unassigned_165,gi|219857428|ref|NR_025016.1|,129,51,75.969,6.00e-19,96941,Methylobacter psychrophilus strain Z-0021 16S ribosomal RNA, partial sequence
unassigned_165,gi|559795329|ref|NR_104922.1|,129,51,75.969,6.00e-19,944651,Methylococcus mobilis 16S ribosomal RNA, partial sequence
unassigned_165,gi|636559450|ref|NR_115509.1|,131,52,75.573,6.00e-19,33030,Peptoniphilus indolicus strain GIFU 7848 16S ribosomal RNA, partial sequence
unassigned_165,gi|631252831|ref|NR_114029.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain NBRC 102074 16S ribosomal RNA, partial sequence
unassigned_165,gi|343198955|ref|NR_044131.1|,135,53,74.815,2.09e-18,418701,Litoricola lipolytica strain IMCC1097 16S ribosomal RNA, partial sequence
unassigned_165,gi|631251711|ref|NR_112909.1|,147,58,73.469,7.30e-18,634765,Cocleimonas flava strain KMM 3898 16S ribosomal RNA, partial sequence
unassigned_165,gi|343201381|ref|NR_042107.1|,129,51,75.194,7.30e-18,697282,Methylobacter tundripaludum SV96 16S ribosomal RNA, partial sequence
unassigned_166,gi|645319988|ref|NR_117302.1|,257,98,72.374,2.43e-30,664789,Ferrovibrio denitrificans strain Sp-1 16S ribosomal RNA, partial sequence
unassigned_166,gi|645321869|ref|NR_118741.1|,251,97,72.112,8.47e-30,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_166,gi|343206157|ref|NR_044747.1|,251,97,72.112,8.47e-30,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_166,gi|1491521034|ref|NR_159320.1|,257,98,71.984,1.03e-28,2059212,Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence
unassigned_166,gi|659364651|ref|NR_121714.1|,251,97,71.713,3.60e-28,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_166,gi|219846371|ref|NR_025962.1|,251,97,71.713,3.60e-28,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_166,gi|444303802|ref|NR_074224.1|,251,97,71.315,4.39e-27,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_166,gi|470467096|ref|NR_074155.1|,251,97,71.315,4.39e-27,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_166,gi|1269807825|ref|NR_074513.2|,251,97,70.916,1.53e-26,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_166,gi|1230874639|ref|NR_148800.1|,252,97,71.825,1.53e-26,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_167,gi|645319988|ref|NR_117302.1|,257,98,72.374,2.43e-30,664789,Ferrovibrio denitrificans strain Sp-1 16S ribosomal RNA, partial sequence
unassigned_167,gi|1491521034|ref|NR_159320.1|,257,98,71.984,1.03e-28,2059212,Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence
unassigned_167,gi|645321869|ref|NR_118741.1|,251,97,71.713,3.60e-28,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_167,gi|343206157|ref|NR_044747.1|,251,97,71.713,3.60e-28,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_167,gi|219846389|ref|NR_025980.1|,252,97,72.222,3.60e-28,1238,Piscirickettsia salmonis strain LF-89 16S ribosomal RNA, partial sequence
unassigned_167,gi|659364651|ref|NR_121714.1|,251,97,71.315,4.39e-27,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_167,gi|444303802|ref|NR_074224.1|,251,97,71.315,4.39e-27,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_167,gi|219846371|ref|NR_025962.1|,251,97,71.315,4.39e-27,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_167,gi|219846424|ref|NR_026015.1|,254,97,71.260,5.35e-26,47960,Guyparkeria halophila strain DSM 6132 16S ribosomal RNA, partial sequence
unassigned_167,gi|645321771|ref|NR_118660.1|,251,97,70.518,1.87e-25,28181,Magnetovibrio blakemorei strain MV-1 16S ribosomal RNA, partial sequence
unassigned_168,gi|645319988|ref|NR_117302.1|,255,98,72.157,6.95e-31,664789,Ferrovibrio denitrificans strain Sp-1 16S ribosomal RNA, partial sequence
unassigned_168,gi|645321869|ref|NR_118741.1|,251,97,72.112,8.47e-30,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_168,gi|343206157|ref|NR_044747.1|,251,97,72.112,8.47e-30,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_168,gi|1491521034|ref|NR_159320.1|,255,98,71.765,2.96e-29,2059212,Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence
unassigned_168,gi|659364651|ref|NR_121714.1|,251,97,71.713,3.60e-28,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_168,gi|444303802|ref|NR_074224.1|,251,97,71.713,3.60e-28,335992,Candidatus Pelagibacter ubique HTCC1062 16S ribosomal RNA, partial sequence
unassigned_168,gi|219846389|ref|NR_025980.1|,251,97,71.713,3.60e-28,1238,Piscirickettsia salmonis strain LF-89 16S ribosomal RNA, partial sequence
unassigned_168,gi|219846371|ref|NR_025962.1|,251,97,71.713,3.60e-28,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_168,gi|645321771|ref|NR_118660.1|,251,97,70.916,4.39e-27,28181,Magnetovibrio blakemorei strain MV-1 16S ribosomal RNA, partial sequence
unassigned_168,gi|310975195|ref|NR_037059.1|,251,97,71.315,4.39e-27,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_169,gi|645319988|ref|NR_117302.1|,255,98,72.157,6.95e-31,664789,Ferrovibrio denitrificans strain Sp-1 16S ribosomal RNA, partial sequence
unassigned_169,gi|645321869|ref|NR_118741.1|,251,97,72.112,8.47e-30,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_169,gi|343206157|ref|NR_044747.1|,251,97,72.112,8.47e-30,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_169,gi|1491521034|ref|NR_159320.1|,255,98,71.765,2.96e-29,2059212,Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence
unassigned_169,gi|659364651|ref|NR_121714.1|,251,97,71.713,3.60e-28,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_169,gi|219846389|ref|NR_025980.1|,251,97,71.713,3.60e-28,1238,Piscirickettsia salmonis strain LF-89 16S ribosomal RNA, partial sequence
unassigned_169,gi|219846371|ref|NR_025962.1|,251,97,71.713,3.60e-28,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_169,gi|645321771|ref|NR_118660.1|,251,97,70.916,4.39e-27,28181,Magnetovibrio blakemorei strain MV-1 16S ribosomal RNA, partial sequence
unassigned_169,gi|310975195|ref|NR_037059.1|,251,97,71.315,4.39e-27,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_169,gi|1270533066|ref|NR_074500.2|,251,97,71.315,4.39e-27,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_170,gi|645319988|ref|NR_117302.1|,257,98,72.374,2.43e-30,664789,Ferrovibrio denitrificans strain Sp-1 16S ribosomal RNA, partial sequence
unassigned_170,gi|645321869|ref|NR_118741.1|,251,97,72.112,8.47e-30,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_170,gi|343206157|ref|NR_044747.1|,251,97,72.112,8.47e-30,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_170,gi|219846389|ref|NR_025980.1|,256,98,72.656,2.96e-29,1238,Piscirickettsia salmonis strain LF-89 16S ribosomal RNA, partial sequence
unassigned_170,gi|1491521034|ref|NR_159320.1|,257,98,71.984,1.03e-28,2059212,Ferrovibrio soli strain A15 16S ribosomal RNA, partial sequence
unassigned_170,gi|659364651|ref|NR_121714.1|,251,97,71.713,3.60e-28,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_170,gi|219846371|ref|NR_025962.1|,251,97,71.713,3.60e-28,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_170,gi|219846424|ref|NR_026015.1|,258,98,71.705,4.39e-27,47960,Guyparkeria halophila strain DSM 6132 16S ribosomal RNA, partial sequence
unassigned_170,gi|470467096|ref|NR_074155.1|,251,97,71.315,4.39e-27,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_170,gi|1269807825|ref|NR_074513.2|,251,97,70.916,1.53e-26,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_171,gi|343200634|ref|NR_041321.1|,247,98,74.089,1.71e-38,343510,Legionella impletisoli strain OA1-1 16S ribosomal RNA, partial sequence
unassigned_171,gi|265678442|ref|NR_028744.1|,247,98,74.089,1.71e-38,91823,Legionella gresilensis strain Greoux 11 D13 16S ribosomal RNA, partial sequence
unassigned_171,gi|343201039|ref|NR_041726.1|,252,99,73.413,7.27e-37,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_171,gi|343200635|ref|NR_041322.1|,247,98,73.684,7.27e-37,376727,Legionella yabuuchiae strain OA1-2 16S ribosomal RNA, partial sequence
unassigned_171,gi|219857607|ref|NR_025196.1|,247,98,73.684,7.27e-37,190655,Legionella busanensis strain K9951 16S ribosomal RNA, partial sequence
unassigned_171,gi|219857380|ref|NR_024968.1|,247,98,73.684,7.27e-37,91822,Legionella beliardensis strain Montbeliard A1 16S ribosomal RNA, partial sequence
unassigned_171,gi|343198422|ref|NR_041791.1|,248,98,73.790,2.54e-36,451,Tatlockia micdadei strain ATCC 33218 16S ribosomal RNA, partial sequence
unassigned_171,gi|1384992336|ref|NR_156085.1|,252,99,73.016,8.85e-36,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_171,gi|559795302|ref|NR_104894.1|,247,98,73.279,8.85e-36,449,Legionella hackeliae strain Lancing 2 16S ribosomal RNA, partial sequence
unassigned_171,gi|219846928|ref|NR_026520.1|,247,98,73.279,8.85e-36,29422,Legionella brunensis strain 441-1 16S ribosomal RNA, partial sequence
unassigned_172,gi|265678442|ref|NR_028744.1|,247,98,75.709,6.37e-44,91823,Legionella gresilensis strain Greoux 11 D13 16S ribosomal RNA, partial sequence
unassigned_172,gi|219857607|ref|NR_025196.1|,247,98,75.304,2.71e-42,190655,Legionella busanensis strain K9951 16S ribosomal RNA, partial sequence
unassigned_172,gi|343198422|ref|NR_041791.1|,248,98,75.403,9.45e-42,451,Tatlockia micdadei strain ATCC 33218 16S ribosomal RNA, partial sequence
unassigned_172,gi|343200634|ref|NR_041321.1|,247,98,74.899,3.30e-41,343510,Legionella impletisoli strain OA1-1 16S ribosomal RNA, partial sequence
unassigned_172,gi|343200635|ref|NR_041322.1|,247,98,74.494,1.40e-39,376727,Legionella yabuuchiae strain OA1-2 16S ribosomal RNA, partial sequence
unassigned_172,gi|219857380|ref|NR_024968.1|,247,98,74.089,1.71e-38,91822,Legionella beliardensis strain Montbeliard A1 16S ribosomal RNA, partial sequence
unassigned_172,gi|219846928|ref|NR_026520.1|,248,98,74.597,5.96e-38,29422,Legionella brunensis strain 441-1 16S ribosomal RNA, partial sequence
unassigned_172,gi|645320527|ref|NR_117713.1|,248,98,74.194,5.96e-38,45067,Legionella lansingensis strain DSM 19556 16S ribosomal RNA, partial sequence
unassigned_172,gi|343198421|ref|NR_041790.1|,248,98,74.194,5.96e-38,466,Legionella maceachernii strain ATCC 35300 16S ribosomal RNA, partial sequence
unassigned_172,gi|343206360|ref|NR_044952.1|,247,98,73.684,7.27e-37,45056,Legionella adelaidensis strain NCTC 12735 16S ribosomal RNA, partial sequence
unassigned_173,gi|265678442|ref|NR_028744.1|,247,98,75.304,2.71e-42,91823,Legionella gresilensis strain Greoux 11 D13 16S ribosomal RNA, partial sequence
unassigned_173,gi|219857607|ref|NR_025196.1|,247,98,74.899,3.30e-41,190655,Legionella busanensis strain K9951 16S ribosomal RNA, partial sequence
unassigned_173,gi|343198422|ref|NR_041791.1|,248,98,75.000,1.15e-40,451,Tatlockia micdadei strain ATCC 33218 16S ribosomal RNA, partial sequence
unassigned_173,gi|343200634|ref|NR_041321.1|,247,98,74.494,1.40e-39,343510,Legionella impletisoli strain OA1-1 16S ribosomal RNA, partial sequence
unassigned_173,gi|343200635|ref|NR_041322.1|,247,98,74.089,1.71e-38,376727,Legionella yabuuchiae strain OA1-2 16S ribosomal RNA, partial sequence
unassigned_173,gi|219857380|ref|NR_024968.1|,247,98,73.684,7.27e-37,91822,Legionella beliardensis strain Montbeliard A1 16S ribosomal RNA, partial sequence
unassigned_173,gi|219846928|ref|NR_026520.1|,248,98,74.194,7.27e-37,29422,Legionella brunensis strain 441-1 16S ribosomal RNA, partial sequence
unassigned_173,gi|645320527|ref|NR_117713.1|,248,98,73.790,2.54e-36,45067,Legionella lansingensis strain DSM 19556 16S ribosomal RNA, partial sequence
unassigned_173,gi|343198421|ref|NR_041790.1|,248,98,73.790,2.54e-36,466,Legionella maceachernii strain ATCC 35300 16S ribosomal RNA, partial sequence
unassigned_173,gi|343206360|ref|NR_044952.1|,247,98,73.279,8.85e-36,45056,Legionella adelaidensis strain NCTC 12735 16S ribosomal RNA, partial sequence
unassigned_174,gi|343202956|ref|NR_043450.1|,251,98,73.307,1.61e-32,81932,Methylomicrobium japanense strain NI 16S ribosomal RNA, partial sequence
unassigned_174,gi|444304224|ref|NR_074649.1|,251,98,73.307,1.61e-32,1091494,Methylomicrobium alcaliphilum 20Z 16S ribosomal RNA, partial sequence
unassigned_174,gi|343198985|ref|NR_044253.1|,251,98,73.307,1.61e-32,1091494,Methylomicrobium alcaliphilum 20Z 16S ribosomal RNA, partial sequence
unassigned_174,gi|631252979|ref|NR_114177.1|,251,98,73.307,6.84e-31,437503,Allohahella antarctica strain NBRC 102683 16S ribosomal RNA, partial sequence
unassigned_174,gi|343198986|ref|NR_044254.1|,251,98,73.307,6.84e-31,437503,Allohahella antarctica strain IMCC3113 16S ribosomal RNA, partial sequence
unassigned_174,gi|219857548|ref|NR_025136.1|,251,98,72.510,8.33e-30,95641,Methylomicrobium buryatense strain 5B 16S ribosomal RNA, partial sequence
unassigned_174,gi|343201233|ref|NR_041959.1|,251,98,72.112,3.54e-28,269709,Methylomicrobium kenyense strain AMO1 16S ribosomal RNA, partial sequence
unassigned_174,gi|974142210|ref|NR_134730.1|,253,98,72.727,1.24e-27,1419723,Fodinicurvata halophila strain BA45AL 16S ribosomal RNA, partial sequence
unassigned_174,gi|343206030|ref|NR_044596.1|,253,98,72.727,1.24e-27,1121830,Fodinicurvata fenggangensis strain YIM D812 16S ribosomal RNA, partial sequence
unassigned_174,gi|343206029|ref|NR_044595.1|,253,98,72.727,1.24e-27,1121832,Fodinicurvata sediminis strain YIM D82 16S ribosomal RNA, partial sequence
unassigned_176,gi|559795314|ref|NR_104907.1|,17,5,100.000,2.3,290054,Eubacterium coprostanoligenes strain HL 16S ribosomal RNA, partial sequence
unassigned_178,gi|559795314|ref|NR_104907.1|,17,5,100.000,2.5,290054,Eubacterium coprostanoligenes strain HL 16S ribosomal RNA, partial sequence
unassigned_181,gi|343200854|ref|NR_041541.1|,64,28,76.562,2.38e-04,407975,Prevotella pleuritidis strain JCM 14110 16S ribosomal RNA, partial sequence
unassigned_181,gi|659364484|ref|NR_121690.1|,58,26,77.586,8.31e-04,1176482,Sulfurimonas gotlandica strain GD1 16S ribosomal RNA, partial sequence
unassigned_181,gi|343200752|ref|NR_041439.1|,58,26,77.586,8.31e-04,317658,Sulfurimonas paralvinellae strain GO25 16S ribosomal RNA, partial sequence
unassigned_181,gi|444304027|ref|NR_074451.1|,58,26,77.586,8.31e-04,563040,Sulfurimonas autotrophica DSM 16294 strain OK10 16S ribosomal RNA, partial sequence
